날짜,Dubai,Brent,WTI,평균,평균-30
2019-10-07,58.03,58.24,52.63,56.3,-0.02087
2019-10-08,57.72,58.32,52.59,56.21,-0.03783
2019-10-09,57.77,59.1,53.55,56.81,-0.037771
2019-10-10,60.44,60.51,54.7,58.55,0.002912
2019-10-13,60.03,59.35,53.59,57.66,-0.008256
2019-10-14,59.42,58.74,52.81,56.99,0.013516
2019-10-15,58.8,59.42,53.36,57.19,-0.012092
2019-10-16,59.23,59.91,53.93,57.69,-0.015361
2019-10-17,59.7,59.42,53.78,57.63,-0.024873
2019-10-20,59.38,58.96,53.31,57.22,-0.049344
2019-10-21,58.95,59.7,54.16,57.6,-0.043507
2019-10-22,59.67,61.17,55.97,58.94,-0.00355
2019-10-23,61.04,61.67,56.23,59.65,0.023859
2019-10-24,61.46,62.02,56.66,60.05,0.038748
2019-10-27,,61.57,55.81,58.69,-0.100812
2019-10-28,61.0,61.59,55.54,59.38,-0.069425
2019-10-29,61.32,60.61,55.06,59.0,-0.043295
2019-10-30,61.1,60.23,54.18,58.5,-0.055233
2019-10-31,58.72,61.69,56.2,58.87,-0.053841
2019-11-03,60.74,62.13,56.54,59.8,-0.04059
2019-11-04,61.34,62.96,57.23,60.51,-0.012565
2019-11-05,61.49,61.74,56.35,59.86,-0.004821
2019-11-06,61.13,62.29,57.15,60.19,-0.001659
2019-11-07,60.88,62.51,57.24,60.21,0.004169
2019-11-10,61.15,62.18,56.86,60.06,0.024915
2019-11-11,62.16,62.06,56.8,60.34,0.054158
2019-11-12,61.48,62.37,57.12,60.32,0.070833
2019-11-13,62.47,62.28,56.77,60.51,0.08305
2019-11-14,61.93,63.3,57.72,60.98,0.082357
2019-11-17,62.84,62.44,57.05,60.78,0.076705
2019-11-18,61.86,60.91,55.21,59.33,0.053819
2019-11-19,60.45,62.4,57.11,59.99,0.067248
2019-11-20,62.13,63.97,58.58,61.56,0.083612
2019-11-21,63.74,63.39,57.77,61.63,0.052605
2019-11-24,63.43,63.65,58.01,61.7,0.070066
2019-11-25,63.1,64.27,58.41,61.93,0.086682
2019-11-26,63.69,64.06,58.11,61.95,0.083231
2019-11-27,63.33,63.87,,63.6,0.102444
2019-11-28,63.83,62.43,55.17,60.48,0.049453
2019-12-01,60.83,60.92,55.96,59.24,0.035302
2019-12-02,60.98,60.82,56.1,59.3,0.029514
2019-12-03,61.11,63.0,58.43,60.85,0.032406
2019-12-04,62.73,63.39,58.43,61.52,0.03135
2019-12-05,63.02,64.39,59.2,62.2,0.035803
2019-12-08,63.74,64.25,59.02,62.34,0.062191
2019-12-09,63.84,64.34,59.24,62.47,0.052038
2019-12-10,63.78,63.72,58.76,62.09,0.052373
2019-12-11,64.01,64.2,59.18,62.46,0.067692
2019-12-12,64.92,65.22,60.07,63.4,0.076949
2019-12-15,65.54,65.34,60.21,63.7,0.065217
2019-12-16,65.62,66.1,60.94,64.22,0.061312
2019-12-17,66.14,66.17,60.93,64.41,0.076011
2019-12-18,66.48,66.54,61.22,64.75,0.07576
2019-12-19,66.87,66.14,60.44,64.48,0.070918
2019-12-22,66.21,66.39,60.52,64.37,0.071762
2019-12-23,66.77,67.2,61.11,65.03,0.077726
2019-12-25,67.48,67.92,61.68,65.69,0.089025
2019-12-26,67.88,68.16,61.72,65.92,0.089407
2019-12-29,67.81,68.44,61.68,65.98,0.081994
2019-12-30,67.27,66.0,61.06,64.78,0.065811
2020-01-01,65.69,66.25,61.18,64.37,0.084949
2020-01-02,67.79,68.6,63.05,66.48,0.108185
2020-01-05,69.65,68.91,63.27,67.28,0.092917
2020-01-06,68.34,68.27,62.7,66.44,0.078046
2020-01-07,69.24,65.44,59.61,64.76,0.049595
2020-01-08,66.17,65.37,59.56,63.7,0.028581
2020-01-09,65.93,64.98,59.04,63.32,0.022115
2020-01-12,65.68,64.2,58.08,62.65,-0.014937
2020-01-13,64.78,64.49,58.23,62.5,0.033399
2020-01-14,64.61,64.0,57.81,62.14,0.048953
2020-01-15,64.74,64.62,58.52,62.63,0.056155
2020-01-16,65.1,64.85,58.54,62.83,0.032539
2020-01-19,65.24,65.2,,65.22,0.060143
2020-01-20,64.27,64.59,58.34,62.4,0.003215
2020-01-21,64.26,63.21,56.74,61.4,-0.015079
2020-01-22,62.77,62.04,55.59,60.13,-0.037458
2020-01-23,62.23,60.69,54.19,59.04,-0.049122
2020-01-26,,59.32,53.14,56.23,-0.099744
2020-01-27,58.57,59.51,53.48,57.19,-0.09795
2020-01-28,59.37,59.81,53.33,57.5,-0.097331
2020-01-29,57.76,58.29,52.14,56.06,-0.127063
2020-01-30,58.45,58.16,51.56,56.06,-0.129638
2020-02-02,55.23,54.45,50.11,53.26,-0.177452
2020-02-03,53.99,53.96,49.61,52.52,-0.185484
2020-02-04,53.57,55.28,50.75,53.2,-0.173528
2020-02-05,55.18,54.93,50.95,53.69,-0.174381
2020-02-06,54.37,54.47,50.32,53.05,-0.192419
2020-02-09,53.33,53.27,49.57,52.06,-0.210255
2020-02-10,53.03,54.01,49.94,52.33,-0.206881
2020-02-11,54.23,55.79,51.17,53.73,-0.170577
2020-02-12,54.54,56.34,51.42,54.1,-0.159546
2020-02-13,55.23,57.32,52.05,54.87,-0.174639
2020-02-16,55.98,57.67,,56.82,-0.15547
2020-02-17,55.11,57.75,52.05,54.97,-0.172637
2020-02-18,56.39,59.12,53.29,56.27,-0.131099
2020-02-19,56.92,59.31,53.78,56.67,-0.110361
2020-02-20,56.41,58.5,53.38,56.1,-0.114024
2020-02-23,54.64,56.3,51.43,54.12,-0.136153
2020-02-24,54.48,54.95,49.9,53.11,-0.15024
2020-02-25,52.28,53.43,48.73,51.48,-0.171548
2020-02-26,50.62,52.18,47.09,49.96,-0.202299
2020-02-27,49.05,50.52,44.76,48.11,-0.234283
2020-03-01,50.58,51.9,46.75,49.74,-0.237351
2020-03-02,51.72,51.86,47.18,50.25,-0.194712
2020-03-03,50.81,51.13,46.78,49.57,-0.192671
2020-03-04,50.78,49.99,45.9,48.89,-0.186928
2020-03-05,48.58,45.27,41.28,45.04,-0.237127
2020-03-08,32.87,34.36,31.13,32.79,-0.416859
2020-03-09,34.18,37.22,34.36,35.25,-0.383634
2020-03-10,34.58,35.79,32.98,34.45,-0.40087
2020-03-11,32.69,33.22,31.5,32.47,-0.420799
2020-03-12,33.93,33.85,31.73,33.17,-0.408313
2020-03-15,31.49,30.05,28.7,30.08,-0.435223
2020-03-16,30.83,28.73,26.95,28.84,-0.450876
2020-03-17,28.26,24.88,20.37,24.5,-0.539474
2020-03-18,25.82,28.47,25.22,26.5,-0.506426
2020-03-19,28.67,26.98,22.43,26.03,-0.509331
2020-03-22,24.6,27.03,23.36,25.0,-0.519785
2020-03-23,26.64,27.15,24.01,25.93,-0.504491
2020-03-24,27.05,27.39,24.49,26.31,-0.510329
2020-03-25,25.74,26.34,22.6,24.89,-0.539926
2020-03-26,25.04,24.93,21.51,23.83,-0.565701
2020-03-29,23.24,22.76,20.09,22.03,-0.612284
2020-03-30,23.43,22.74,20.48,22.22,-0.59578
2020-03-31,21.23,24.74,20.31,22.09,-0.607428
2020-04-01,21.55,29.94,25.32,25.6,-0.548262
2020-04-02,24.51,34.11,28.34,28.99,-0.483244
2020-04-05,24.87,33.05,26.08,28.0,-0.482631
2020-04-06,24.88,31.87,23.63,26.79,-0.495575
2020-04-07,23.52,32.84,25.09,27.15,-0.472611
2020-04-08,23.32,31.48,22.76,25.85,-0.482586
2020-04-12,22.31,31.74,22.41,25.49,-0.470173
2020-04-13,21.66,29.6,20.11,23.79,-0.521713
2020-04-14,19.68,27.69,19.87,22.41,-0.55403
2020-04-15,19.72,27.82,19.87,22.47,-0.546702
2020-04-16,20.61,28.08,18.27,22.32,-0.543465
2020-04-19,20.78,25.57,-37.63,2.91,-0.935391
2020-04-20,17.37,19.33,10.01,15.57,-0.52516
2020-04-21,13.52,20.37,13.78,15.89,-0.54922
2020-04-22,18.13,21.33,16.5,18.65,-0.458636
2020-04-23,18.17,21.44,16.94,18.85,-0.419464
2020-04-26,17.97,19.99,12.78,16.91,-0.490202
2020-04-27,16.63,20.46,12.34,16.48,-0.452128
2020-04-28,17.12,22.54,15.06,18.24,-0.367545
2020-04-29,20.73,25.27,18.84,21.61,-0.117959
2020-04-30,,26.44,19.78,23.11,-0.127925
2020-05-03,24.33,27.2,20.39,23.97,-0.079139
2020-05-04,26.0,30.97,24.56,27.18,0.0872
2020-05-05,26.88,29.72,23.99,26.86,0.035866
2020-05-06,,29.46,23.55,26.51,0.007602
2020-05-07,25.92,30.97,24.74,27.21,0.09321
2020-05-10,26.72,29.63,24.14,26.83,0.125892
2020-05-11,26.93,29.98,25.78,27.56,0.251021
2020-05-12,26.84,29.19,25.29,27.11,0.220072
2020-05-13,29.83,31.13,27.56,29.51,0.335899
2020-05-14,31.94,32.5,29.43,31.29,0.222266
2020-05-17,32.9,34.81,31.82,33.18,0.144533
2020-05-18,33.18,34.65,32.5,33.44,0.194286
2020-05-19,32.95,35.75,33.49,34.06,0.27137
2020-05-20,34.1,36.06,33.92,34.69,0.277716
2020-05-21,32.62,35.13,33.25,33.67,0.302515
2020-05-24,,35.53,,35.53,0.39388
2020-05-25,34.81,36.17,34.35,35.11,0.47583
2020-05-26,34.48,34.74,32.81,34.01,0.517626
2020-05-27,33.17,35.29,33.71,34.06,0.515799
2020-05-28,34.86,35.33,35.49,35.23,0.578405
2020-05-31,37.97,38.32,35.44,37.24,11.797251
2020-06-01,38.93,39.57,36.81,38.44,1.46885
2020-06-02,39.87,39.79,37.29,38.98,1.453115
2020-06-03,38.82,39.99,37.41,38.74,1.077212
2020-06-04,40.63,42.3,39.55,40.83,1.166048
2020-06-07,42.94,40.8,38.19,40.64,1.403312
2020-06-08,40.85,41.18,38.94,40.32,1.446602
2020-06-09,40.91,41.73,39.6,40.75,1.234101
2020-06-10,40.6,38.55,36.34,38.5,0.781583
2020-06-11,38.42,38.73,36.26,37.8,0.635656
2020-06-14,38.35,39.72,37.12,38.4,0.602003
2020-06-15,40.29,40.96,38.38,39.88,0.467255
2020-06-16,41.46,40.71,37.96,40.04,0.490692
2020-06-17,41.09,41.51,38.84,40.48,0.526971
2020-06-18,42.95,42.19,39.75,41.63,0.529952
2020-06-21,42.32,43.08,40.46,41.95,0.563548
2020-06-22,43.39,42.63,40.37,42.13,0.528665
2020-06-23,42.49,40.31,38.01,40.27,0.48543
2020-06-24,40.58,41.05,38.72,40.12,0.359539
2020-06-25,42.02,41.02,38.49,40.51,0.294663
2020-06-28,40.63,41.71,39.7,40.68,0.22604
2020-06-29,42.07,41.15,39.27,40.83,0.220993
2020-06-30,42.7,42.03,39.82,41.52,0.219025
2020-07-01,42.85,43.14,40.65,42.21,0.216777
2020-07-02,42.68,42.8,,42.74,0.269379
2020-07-05,43.66,43.1,40.63,42.46,0.195046
2020-07-06,42.9,43.08,40.62,42.2,0.201937
2020-07-07,43.34,43.29,40.9,42.51,0.249926
2020-07-08,43.63,42.35,39.62,41.87,0.229301
2020-07-09,,43.24,40.55,41.9,0.189327
2020-07-12,43.38,42.72,40.1,42.07,0.129699
2020-07-13,42.78,42.9,40.29,41.99,0.092352
2020-07-14,44.18,43.79,41.2,43.06,0.104669
2020-07-15,43.37,43.37,40.75,42.5,0.097057
2020-07-16,42.86,43.14,40.59,42.2,0.033554
2020-07-19,42.72,43.28,40.81,42.27,0.040108
2020-07-20,43.87,44.32,41.96,43.38,0.075893
2020-07-21,44.12,44.29,41.9,43.44,0.066012
2020-07-22,44.42,43.31,41.07,42.93,0.115065
2020-07-23,43.11,43.34,41.29,42.58,0.126455
2020-07-26,43.13,43.41,41.6,42.71,0.11224
2020-07-27,43.12,43.22,41.04,42.46,0.064694
2020-07-28,43.27,43.75,41.27,42.76,0.067932
2020-07-29,43.14,42.94,39.92,42.0,0.037549
2020-07-30,,43.3,40.27,41.78,0.003603
2020-08-02,42.48,44.15,41.01,42.55,0.014303
2020-08-03,42.97,44.43,41.7,43.03,0.021362
2020-08-04,43.76,45.17,42.19,43.71,0.085423
2020-08-05,43.71,45.09,41.95,43.58,0.086241
2020-08-06,43.88,44.4,41.22,43.17,0.065663
2020-08-09,,44.99,41.94,43.46,0.068338
2020-08-10,44.12,44.5,41.61,43.41,0.063189
2020-08-11,43.63,45.43,42.67,43.91,0.057563
2020-08-12,44.18,44.96,42.24,43.79,0.037432
2020-08-13,43.44,44.8,42.01,43.42,0.01591
2020-08-16,43.67,45.37,42.89,43.98,0.035798
2020-08-17,44.46,45.46,42.89,44.27,0.049052
2020-08-18,43.8,45.37,42.93,44.03,0.035756
2020-08-19,43.89,44.9,42.58,43.79,0.045856
2020-08-20,43.96,44.35,42.34,43.55,0.039379
2020-08-23,43.78,45.13,42.62,43.84,0.042073
2020-08-24,44.34,45.86,43.35,44.52,0.060252
2020-08-25,44.83,45.64,43.39,44.62,0.036229
2020-08-26,45.01,45.09,43.04,44.38,0.044235
2020-08-27,44.12,45.05,42.97,44.05,0.043839
2020-08-30,45.93,45.28,42.61,44.61,0.055358
2020-08-31,45.11,45.58,42.76,44.48,0.025357
2020-09-01,45.3,44.43,41.51,43.75,0.007136
2020-09-02,43.43,44.07,41.37,42.96,0.000699
2020-09-03,43.78,42.66,39.77,42.07,-0.011977
2020-09-06,41.42,42.01,,41.72,-0.02318
2020-09-07,40.68,39.78,36.76,39.07,-0.07984
2020-09-08,39.49,40.79,38.05,39.44,-0.077643
2020-09-09,39.74,40.06,37.3,39.03,-0.070714
2020-09-10,39.27,39.83,37.33,38.81,-0.071087
2020-09-13,38.89,39.61,37.26,38.59,-0.093067
2020-09-14,39.24,40.53,38.28,39.35,-0.085522
2020-09-15,41.21,42.22,40.16,41.2,-0.057424
2020-09-16,41.67,43.3,40.97,41.98,-0.036714
2020-09-17,43.02,43.15,41.11,42.43,-0.017142
2020-09-20,41.63,41.44,39.31,40.79,-0.061436
2020-09-21,41.14,41.72,39.6,40.82,-0.059664
2020-09-22,41.38,41.77,39.93,41.03,-0.065589
2020-09-23,41.21,41.94,40.31,41.15,-0.060288
2020-09-24,41.98,41.92,40.25,41.38,-0.046983
2020-09-27,41.41,42.43,40.6,41.48,-0.056844
2020-09-28,41.87,41.03,39.29,40.73,-0.079964
2020-09-29,40.36,40.95,40.22,40.51,-0.079945
2020-09-30,41.12,40.93,38.72,40.26,-0.080612
2020-10-01,38.62,39.27,37.05,38.31,-0.120321
2020-10-04,39.27,41.29,39.22,39.93,-0.089188
2020-10-05,40.55,42.65,40.67,41.29,-0.072552
2020-10-06,41.24,41.99,39.95,41.06,-0.079785
2020-10-07,41.46,43.34,41.19,42.0,-0.053628
2020-10-08,42.06,42.85,40.6,41.84,-0.05017
2020-10-11,41.28,41.72,39.43,40.81,-0.085183
2020-10-12,41.19,42.45,40.2,41.28,-0.071942
2020-10-13,41.62,43.32,41.04,41.99,-0.040229
2020-10-14,42.01,43.16,40.96,42.04,-0.021415
2020-10-15,41.88,42.93,40.88,41.9,-0.004041
2020-10-18,41.77,42.62,40.83,41.74,0.000479
2020-10-19,41.58,43.16,41.46,42.07,0.076785
2020-10-20,41.71,41.73,40.03,41.16,0.043611
2020-10-21,41.36,42.46,40.64,41.49,0.063028
2020-10-22,41.67,41.77,39.85,41.1,0.059005
2020-10-25,39.84,40.46,38.56,39.62,0.026691
2020-10-26,39.9,41.2,39.57,40.22,0.022109
2020-10-27,39.27,39.12,37.39,38.59,-0.06335
2020-10-28,38.26,37.65,36.17,37.36,-0.110052
2020-10-29,37.18,37.46,35.79,36.81,-0.132453
2020-11-01,36.3,38.97,36.81,37.36,-0.084089
2020-11-02,39.52,39.71,37.66,38.96,-0.045566
2020-11-03,39.76,41.23,39.15,40.05,-0.023885
2020-11-04,40.69,40.93,38.79,40.14,-0.024544
2020-11-05,40.57,39.45,37.14,39.05,-0.056307
2020-11-08,40.34,42.4,40.29,41.01,-0.011331
2020-11-09,42.49,43.61,41.36,42.49,0.043211
2020-11-10,44.44,43.8,41.45,43.23,0.067144
2020-11-11,43.95,43.53,41.12,42.87,0.064829
2020-11-12,43.15,42.78,40.13,42.02,0.096842
2020-11-15,43.74,43.82,41.34,42.97,0.076133
2020-11-16,43.87,43.75,41.43,43.02,0.041899
2020-11-17,43.78,44.34,41.82,43.31,0.054798
2020-11-18,44.0,44.2,41.74,43.31,0.03119
2020-11-19,44.19,44.96,42.15,43.77,0.046128
2020-11-22,45.61,46.06,43.06,44.91,0.100466
2020-11-23,45.86,47.86,44.91,46.21,0.119428
2020-11-24,47.87,48.61,45.71,47.4,0.12884
2020-11-25,47.49,47.8,,47.64,0.133206
2020-11-26,47.13,48.18,45.53,46.95,0.120525
2020-11-29,47.02,47.59,45.34,46.65,0.117633
2020-11-30,47.59,47.42,44.55,46.52,0.105776
2020-12-01,47.08,48.25,45.28,46.87,0.138727
2020-12-02,48.06,48.71,45.64,47.47,0.144131
2020-12-03,49.04,49.25,46.26,48.18,0.172263
2020-12-06,48.29,48.79,45.76,47.61,0.201666
2020-12-07,48.3,48.84,45.6,47.58,0.182994
2020-12-08,49.14,48.86,45.52,47.84,0.239699
2020-12-09,49.03,50.25,46.78,48.69,0.303266
2020-12-10,50.47,49.97,46.57,49.0,0.33116
2020-12-13,50.65,50.29,46.99,49.31,0.319861
2020-12-14,50.17,50.76,47.62,49.52,0.271047
2020-12-15,50.85,51.08,47.82,49.92,0.246442
2020-12-16,51.46,51.5,48.36,50.44,0.256602
2020-12-17,51.11,52.26,49.1,50.82,0.301408
2020-12-20,50.26,50.91,47.74,49.64,0.210436
2020-12-21,49.75,50.08,47.02,48.95,0.152036
2020-12-22,49.61,51.2,48.12,49.64,0.148277
2020-12-23,51.28,51.29,48.23,50.27,0.172615
2020-12-27,51.07,50.86,47.62,49.85,0.18634
2020-12-28,50.97,51.09,48.0,50.02,0.164068
2020-12-29,51.05,51.34,48.4,50.26,0.168294
2020-12-30,51.14,51.8,48.52,50.49,0.165782
2021-01-03,52.49,51.09,47.62,50.4,0.163704
2021-01-04,50.5,53.6,49.93,51.34,0.17295
2021-01-05,53.51,54.3,50.63,52.81,0.175907
2021-01-06,54.52,54.38,50.83,53.24,0.152132
2021-01-07,54.58,55.99,52.24,54.27,0.144937
2021-01-10,55.33,55.66,52.25,54.41,0.142107
2021-01-11,55.71,56.58,53.21,55.17,0.17508
2021-01-12,56.44,56.06,52.91,55.14,0.181994
2021-01-13,55.7,56.42,53.57,55.23,0.187231
2021-01-14,55.39,55.1,52.36,54.28,0.158097
2021-01-17,54.19,54.75,,54.47,0.147462
2021-01-18,55.19,55.9,52.98,54.69,0.135118
2021-01-19,56.24,56.08,53.24,55.19,0.15921
2021-01-20,55.49,56.1,53.13,54.91,0.154056
2021-01-21,55.2,55.41,52.27,54.29,0.134824
2021-01-24,55.41,55.88,52.77,54.69,0.123229
2021-01-25,55.32,55.91,52.61,54.61,0.11449
2021-01-26,55.74,55.81,52.85,54.8,0.111336
2021-01-27,54.77,55.53,52.34,54.21,0.094709
2021-01-28,54.65,55.88,52.2,54.24,0.086538
2021-01-31,55.0,56.35,53.55,54.97,0.08981
2021-02-01,56.77,57.46,54.76,56.33,0.108422
2021-02-02,57.64,58.46,55.69,57.26,0.153505
2021-02-03,58.36,58.84,56.23,57.81,0.181001
2021-02-04,58.94,59.34,56.85,58.38,0.176068
2021-02-07,59.8,60.56,57.97,59.44,0.182415
2021-02-08,60.49,61.09,58.36,59.98,0.20321
2021-02-09,60.39,61.47,58.68,60.18,0.203119
2021-02-10,60.54,61.14,58.24,59.97,0.193195
2021-02-11,,62.43,59.47,60.95,0.20717
2021-02-14,62.48,63.3,,62.89,0.247817
2021-02-15,62.3,63.35,60.05,61.9,0.205688
2021-02-16,62.8,64.34,61.14,62.76,0.188411
2021-02-17,63.26,63.93,60.52,62.57,0.175244
2021-02-18,60.83,62.91,59.24,60.99,0.123825
2021-02-21,61.28,65.24,61.49,62.67,0.15181
2021-02-22,63.54,65.37,61.67,63.53,0.151532
2021-02-23,62.89,67.04,63.22,64.38,0.167573
2021-02-24,65.39,66.88,63.53,65.27,0.181785
2021-02-25,64.29,66.13,61.5,63.97,0.178519
2021-02-28,64.23,63.69,60.64,62.85,0.153846
2021-03-01,61.41,62.7,59.75,61.29,0.12068
2021-03-02,61.44,64.07,61.28,62.26,0.128103
2021-03-03,63.11,66.74,63.83,64.56,0.175742
2021-03-04,66.37,69.36,66.09,67.27,0.239086
2021-03-07,68.32,68.24,65.05,67.2,0.228744
2021-03-08,66.4,67.52,64.01,65.98,0.208204
2021-03-09,65.3,67.9,64.44,65.88,0.20219
2021-03-10,66.82,69.63,66.02,67.49,0.244973
2021-03-11,67.9,69.22,65.61,67.58,0.245944
2021-03-14,68.25,68.88,65.39,67.51,0.228124
2021-03-15,66.46,68.39,64.8,66.55,0.181431
2021-03-16,66.57,68.0,64.6,66.39,0.159448
2021-03-17,65.29,63.28,60.0,62.86,0.087355
2021-03-18,62.2,64.53,61.42,62.72,0.074341
2021-03-21,63.18,64.62,61.55,63.12,0.061911
2021-03-22,63.0,60.79,57.76,60.52,0.009003
2021-03-23,60.98,64.41,61.18,62.19,0.0334
2021-03-24,62.43,61.95,58.56,60.98,0.016842
2021-03-25,62.07,64.57,60.97,62.54,0.026087
2021-03-28,63.11,64.98,61.56,63.22,0.005247
2021-03-29,63.9,64.14,60.55,62.86,0.015509
2021-03-30,63.36,63.54,59.16,62.02,-0.011791
2021-03-31,61.51,64.86,61.45,62.61,0.000639
2021-04-04,61.91,62.15,58.65,60.9,-0.001476
2021-04-05,61.34,62.74,59.33,61.14,-0.024414
2021-04-06,60.88,63.16,59.77,61.27,-0.035574
2021-04-07,61.24,63.2,59.6,61.35,-0.047064
2021-04-08,60.94,62.95,59.32,61.07,-0.064348
2021-04-11,61.1,63.28,59.7,61.36,-0.0408
2021-04-12,61.58,63.67,60.18,61.81,-0.016547
2021-04-13,62.56,66.58,63.15,64.1,0.045848
2021-04-14,64.17,66.94,63.46,64.86,0.04176
2021-04-15,65.12,66.77,63.13,65.01,0.00697
2021-04-18,64.83,67.05,63.38,65.09,-0.032407
2021-04-19,65.74,66.57,62.44,64.92,-0.033929
2021-04-20,63.71,65.32,61.35,63.46,-0.038193
2021-04-21,62.25,65.4,61.43,63.03,-0.04326
2021-04-22,62.93,66.11,62.14,63.73,-0.055712
2021-04-25,62.37,65.65,61.91,63.31,-0.063184
2021-04-26,63.27,66.42,62.94,64.21,-0.048882
2021-04-27,63.57,67.27,63.86,64.9,-0.024793
2021-04-28,65.1,68.56,65.01,66.22,-0.002561
2021-04-29,65.27,67.25,63.58,65.37,0.03993
2021-05-02,64.38,67.56,64.49,65.48,0.044005
2021-05-03,65.83,68.88,65.69,66.8,0.058302
2021-05-04,67.76,68.96,65.63,67.45,0.114508
2021-05-05,67.17,68.09,64.71,66.66,0.071877
2021-05-06,65.9,68.28,64.9,66.36,0.088226
2021-05-09,66.74,68.32,64.92,66.66,0.065878
2021-05-10,65.54,68.55,65.28,66.46,0.05125
2021-05-11,66.56,69.32,66.08,67.32,0.070951
2021-05-12,,67.05,63.82,65.44,0.055144
2021-05-13,65.26,68.71,65.37,66.45,0.061332
2021-05-16,67.17,69.46,66.27,67.63,0.110509
2021-05-17,68.41,68.71,65.49,67.54,0.104678
2021-05-18,66.11,66.66,63.36,65.38,0.06708
2021-05-19,65.03,65.11,62.05,64.06,0.044173
2021-05-20,63.25,66.44,63.58,64.42,0.054855
2021-05-23,66.26,68.46,66.05,66.92,0.090613
2021-05-24,67.37,68.65,66.07,67.36,0.089791
2021-05-25,,68.87,66.21,67.54,0.053666
2021-05-26,66.41,69.46,66.85,67.57,0.041782
2021-05-27,67.41,69.63,66.32,67.79,0.042763
2021-05-30,67.94,69.32,,68.63,0.054386
2021-05-31,69.1,70.25,67.72,69.02,0.063155
2021-06-01,69.21,71.35,68.83,69.8,0.099905
2021-06-02,69.97,71.31,68.81,70.03,0.111058
2021-06-03,70.1,71.89,69.62,70.54,0.106857
2021-06-06,70.03,71.49,69.23,70.25,0.109619
2021-06-07,69.34,72.22,70.05,70.54,0.098583
2021-06-08,71.14,72.22,69.96,71.11,0.095686
2021-06-09,70.71,72.52,70.29,71.17,0.074751
2021-06-10,71.18,72.69,70.91,71.59,0.095151
2021-06-13,72.01,72.86,70.88,71.92,0.098351
2021-06-14,71.79,73.99,72.12,72.63,0.087275
2021-06-15,72.78,74.39,72.15,73.11,0.083914
2021-06-16,72.35,73.08,71.04,72.16,0.082508
2021-06-17,70.98,73.51,71.64,72.04,0.085594
2021-06-20,71.79,74.9,73.66,73.45,0.10186
2021-06-21,72.52,74.81,73.06,73.46,0.105327
2021-06-22,73.43,75.19,73.08,73.9,0.097742
2021-06-23,73.73,75.56,73.3,74.2,0.133863
2021-06-24,73.46,76.18,74.05,74.56,0.122047
2021-06-27,73.88,74.68,72.91,73.82,0.091527
2021-06-28,72.85,74.76,72.98,73.53,0.088688
2021-06-29,72.87,75.13,73.47,73.82,0.129091
2021-06-30,73.85,75.84,75.23,74.97,0.170309
2021-07-01,74.09,76.17,75.16,75.14,0.166408
2021-07-04,74.68,77.16,,75.92,0.134489
2021-07-05,75.88,74.53,73.37,74.59,0.107334
2021-07-06,73.29,73.43,72.2,72.97,0.080397
2021-07-07,70.63,74.12,72.94,72.56,0.073849
2021-07-08,73.03,75.55,74.56,74.38,0.097212
2021-07-11,73.54,75.16,74.1,74.27,0.08218
2021-07-12,74.36,76.49,75.25,75.37,0.092002
2021-07-13,74.72,74.76,73.13,74.2,0.063037
2021-07-14,72.23,73.47,71.65,72.45,0.034557
2021-07-15,72.18,73.59,71.81,72.53,0.028211
2021-07-18,71.68,68.62,66.42,68.91,-0.019075
2021-07-19,,69.35,67.42,68.38,-0.030621
2021-07-20,68.67,72.23,70.3,70.4,-0.009985
2021-07-21,71.43,73.79,71.91,72.38,0.017002
2021-07-22,72.25,74.1,72.07,72.81,0.017041
2021-07-25,71.59,74.5,71.91,72.67,0.010428
2021-07-26,73.02,74.48,71.65,73.05,0.005783
2021-07-27,72.82,74.74,72.39,73.32,0.002872
2021-07-28,73.68,76.05,73.62,74.45,0.031735
2021-07-29,73.9,76.33,73.95,74.73,0.03734
2021-08-01,73.28,72.89,71.26,72.48,-0.013206
2021-08-02,71.88,72.41,70.56,71.62,-0.025048
2021-08-03,71.37,70.38,68.15,69.97,-0.05318
2021-08-04,68.8,71.29,69.09,69.73,-0.060243
2021-08-05,70.72,70.7,68.28,69.9,-0.0625
2021-08-08,,69.04,66.48,67.76,-0.082092
2021-08-09,68.91,70.63,68.29,69.28,-0.0578
2021-08-10,69.77,71.44,69.25,70.15,-0.049716
2021-08-11,70.52,71.31,69.09,70.31,-0.062158
2021-08-12,70.03,70.59,68.44,69.69,-0.072531
2021-08-15,68.9,69.51,67.29,68.57,-0.096812
2021-08-16,68.45,69.03,66.59,68.02,-0.088082
2021-08-17,68.58,68.23,65.46,67.42,-0.076059
2021-08-18,65.35,66.45,63.69,65.16,-0.101985
2021-08-19,65.37,65.18,62.32,64.29,-0.135655
2021-08-22,66.09,68.75,65.64,66.83,-0.100175
2021-08-23,68.7,71.05,67.54,69.1,-0.08319
2021-08-24,69.69,72.25,68.36,70.1,-0.055256
2021-08-25,70.11,71.07,67.42,69.53,-0.040304
2021-08-26,70.76,72.7,68.74,70.73,-0.024817
2021-08-29,71.13,73.41,69.21,71.25,0.033957
2021-08-30,71.19,72.99,68.5,70.89,0.036707
2021-08-31,70.43,71.59,68.59,70.2,-0.002841
